Movie_id,Title,Year,Genre,Director,Producer,Writer,Actress,Actor,MPAA,Rating
2801870,Home Team,1998,Comedy,"Fuica, Leonardo","Adams, Steve","Adams, Steve","David, Ellen","Adams, Steve",PG ,3.8
2801966,Homeboy,1988,Drama,"Alda, Antony","Baldwin, Stephen","Alda, Antony","Daly, Jeanne","Alda, Antony",R ,5.9
2802001,Homecoming,2009,Horror,"Freeman, Morgan J.","Landes, Michael","Barton, Mischa","Barton, Mischa","Flick, David",R ,5.4
2802060,Homefront,2013,Thriller,"Cook, Kenny","Brown, Clancy","Edwards, Linds","Andrews, Nicole","Armijo, John L.",R ,6.5
2802074,Homegrown,1998,Thriller,"Azaria, Hank","Azaria, Hank","Azaria, Hank","Bonilla, Michelle","Alonso, Daniel",R ,5.8
2802474,Hometown Legend,2002,Drama,"Bohen, Ian","Franzese, Daniel","Bohen, Ian","Chabert, Lacey","Bohen, Ian",PG ,5.6
2802522,Homewrecker,2010,Drama,"Bickham, Benjamin Brant","Bailey, Stratton","Bickham, Benjamin Brant","Barnes, Patricia","Aponte, Julian",R ,5.3
2802537,Homicide,1991,Thriller,"Anderson, Steven","Bella, Robert","Bella, Robert","Cohan, Th�o","Alexis, Yuri",R ,7.1
2802556,Homie Spumoni,2006,Comedy,"Carella, Nicholas","Abeckaser, Danny A.","Abeckaser, Danny A.","Arvizu, Michelle","Abeckaser, Danny A.",R ,4.7
2802637,Homo Erectus,2008,Drama,"Andrews, Giuseppe","Andrews, Giuseppe","Andrews, Giuseppe","Alt, Carol","Andrews, Giuseppe",R ,3.5
2802767,Hon zin,2012,Mystery,"Chin, Kar Lok","Lam, Ka Tung","Ho, Wai-Yip","Blue, Raico","Bitto, Singh Hartihan",R ,6.7
2802839,Hondo,1953,Drama,"Pate, Michael","Arness, James","Fix, Paul","Page, Geraldine","Aaker, Lee",PG ,7.1
2802855,Honest,2000,Comedy,"Facinelli, Peter","Chopra, Deepak","Chopra, Deepak","Appleton, Natalie","Bardock, Matt",R ,4
2802910,Honey,2003,Drama,"Anderson, Roy T.","Anderson, Roy T.","Anderson, Roy T.","Alba, Jessica",3rd Storee,PG-13 ,5.2
2802921,Honey 2,2011,Drama,"Brinson, Tallie L.","Bednob, Gerry","Hartley, Riyaana","Amadio, Alexandra","Abaldonado, Ronnie",PG-13 ,5.3
2802967,Honey I Blew Up the Kid,1992,Comedy,"Bridges, Lloyd","Brooks, James A.","Brooks, James A.","Carlson, Linda","Bridges, Lloyd",PG ,4.7
2803046,Honeydripper,2007,Drama,"Betts, Donnie L.","Betts, Donnie L.","Curtis-Hall, Vondie","DaCosta, Yaya","Abrams, Eric L.",PG-13 ,6.8
2803078,Honeymoon,2014,Horror,"Huber, Ben","Huber, Ben","Huber, Ben","Brown, Hanna","Huber, Ben",R ,5.6
2803112,Honeymoon in Vegas,1992,Thriller,"Caan, James","Cage, Nicolas","Chung, George","Bancroft, Anne","Barlow, Barrymore",PG-13 ,5.8
2803431,Honogurai mizu no soko kara,2002,Horror,"Jones, Kyle","Jones, Kyle","Mignogna, Vic","Asano, Maiko","Ayres, Chris",PG-13 ,6.7
2803449,Honor,2006,Drama,"Barry, Jason","Ark, Michael","Ban, Tooraj","Lazier, Angelique","Ark, Michael",R ,4.8
2803486,Honor Flight,2012,Documentary,"Hayes, Dan","Hayes, Dan","Andrus, Steven","Goglio-Zarczynski, Lisa","Brach, Bert",PG ,8
2803663,Hood Angels,2003,Action,"Gray, Layon","Bishop, Derrick","Bishop, Derrick","Brown, Kenia",Ajmal,R ,3.5
2803681,Hood of Horror,2006,Horror,"Alexander, Jason","Alexander, Jason","Alexander, Jason","Alonso, Daniella","Alexander, Gabriel",R ,4.1
2803701,Hoodlum & Son,2003,Comedy,"Fuchs, Darryl","Jeffrey, Myles","Fuchs, Darryl","Barnes, Louise","Architto, Kiki",PG-13 ,5.4
2803702,Hoodlum,1997,Drama,"Caballero, Joseph Luis","Atherton, William","Caballero, Joseph Luis","Adams, Kim","Adams, Albert",R ,6.2
2803720,Hoods,1998,Drama,"Costanzo, Robert","Capodice, John","Brazeau, Jay","Jessel, Yolanda","Berry, Vincent",R ,5
2803731,Hoodwinked Too! Hood vs. Evil,2011,Comedy,"Chong, Tommy","Chong, Tommy","Chong, Tommy","Andersen, Rebecca","Chong, Tommy",PG ,4.8
2803732,Hoodwinked!,2005,Comedy,"Anderson, Anthony","Anderson, Anthony","Anderson, Anthony","Close, Glenn","Anderson, Anthony",PG ,6.6
2803937,Hooligans,2005,Drama,"Akram, Adil","Akram, Adil","Akram, Adil","Brimson, Kayleigh","Adams, Tony",R ,7.5
2803950,Hoop Dreams,1994,Documentary,"James, Steve","Gray, Tim","James, Steve","Agee, Jazz","Agee, Arthur",PG-13 ,8.3
2804019,Hoot,2006,Comedy,"Agan, Brandon","Agan, Brandon","Agan, Brandon","Buffett, Delaney","Agan, Brandon",PG ,5.6
2804065,Hoover Street Revival,2002,Documentary,"Fiennes, Sophie","Fiennes, Sophie","Fiennes, Sophie","Breaux, Sherry","Atkins, Alonzo",PG-13 ,6.4
2804076,Hop,2011,Comedy,"Azaria, Hank","Azaria, Hank","Azaria, Hank","Alicino, Veronica","Albrizzi, Tucker",PG ,5.5
2804229,Hope Floats,1998,Drama,"Phillips, Richard","Cobbs, Bill","Phillips, Richard","Alban, Alissa","Bennett, Norman",PG-13 ,5.9
2804301,Hope Springs,2003,Comedy,"Faust, Chad","Faust, Chad","Faust, Chad","Black, Mary","Alcantar, Tony",PG-13 ,5.4
2804302,Hope Springs,2012,Drama,"Carell, Steve","Carell, Steve","Carell, Steve","Baker, Becky Ann","Azzi, Elias",PG-13 ,6.3
2804374,Hopelessly in June,2011,Comedy,"Brantley, Vincent","Asner, Edward","Biewer, Christopher","Acheson, Kirsten","Anderson, Tyrone",R ,4.8
2804556,Horem p�dem,2004,Drama,"Forman, Petr","Skarpa, Marek","Budar, Jan","Bokov�, Krist�na","Budar, Jan",R ,7
2804745,Hornets' Nest,1970,Drama,"Valmont, Jean","Felleghy, Tom","Davoli, Amos","Giacinti, Anna-Luisa","Bosic, Andrea",R ,5.6
2804750,Horns,2013,Thriller,"Bower, Christian","Bower, Christian","Beddoes, Graem","Anderson, Kendra","Adamthwaite, Michael",R ,6.5
2804942,Horrible Bosses,2011,Comedy,"Back, George","Back, George","Back, George","Aniston, Jennifer","Albala, Michael",R ,6.9
2804943,Horrible Bosses 2,2014,Comedy,"Bateman, Jason","Bateman, Jason","Amato, Bruno","Alex, Christina","Amato, Bruno",R ,6.3
2804959,Horrid Henry: The Movie,2011,Comedy,"Fielding, Noel","Coventry, Tobi","Fielding, Noel","Barlow, Helena","Ahmet, Metin",PG ,3.7
2804970,Horror,2003,Horror,"Brown, Raine","Lopes, Danny","Naylor, Timothy","Andre, Erin","Farabaugh, Chris",R ,3.2
2804972,Horror 101,2001,Horror,"Wolk, Jason","Holland, Josh","Urich, Justin","Dau, Brigitta","Holland, Josh",PG-13 ,3.5
2805084,Hors de prix,2006,Comedy,"Elmaleh, Gad","Elmaleh, Gad","Dobtcheff, Vernon","Adam, Marie-Christine","Bocquet, Fr�d�ric",PG-13 ,7.1
2805084,Hors de prix,2006,Comedy,"Elmaleh, Gad","Elmaleh, Gad","Dobtcheff, Vernon","Adam, Marie-Christine","Bocquet, Fr�d�ric",R ,7.1
2805132,Horse Camp,2015,Family,"Cain, Dean","Cain, Dean","Cain, Dean","Ahmad, Annelyse","Ball, Hunter",PG ,6.2
2805236,Horsemen,2009,Thriller,"Balfour, Eric","Balfour, Eric","Balfour, Eric","Ames, Onalee","Balfour, Eric",R ,5.6
2805572,Hostage,2005,Thriller,"Allman, Marshall","Allman, Marshall","Allman, Marshall","Cabot, Christina","Allman, Marshall",R ,6.6
2805615,Hostel,2005,Horror,"Falt�n, Martin","Bakunas, Mark","Frisch, Daniel","Bakerov�, Daniela","Bakunas, Mark",R ,5.9
2805623,Hostel: Part II,2007,Horror,"Deodato, Ruggero","Deodato, Ruggero","Deodato, Ruggero","Andron, Mollie","Adamovic, Josef",R ,5.4
2805650,Hostile Intent,1997,Thriller,"Butcher, Randy","Butcher, Randy","Butcher, Randy","Shinas, Sofia","Adams, Chris",R ,4.2
2805658,Hostile Takeover,1988,Thriller,"Ironside, Michael","Ironside, Michael","Ironside, Michael","Beavis, Helen","Campbell, Graeme",R ,5.4
2806104,Hot Fuzz,2007,Comedy,"Bailey, Bill","Bailey, Bill","Bailey, Bill","Blanchett, Cate","Bailey, Bill",R ,7.9
2806376,Hot Pursuit,2015,Comedy,"Anglin, Michael D.","Birbiglia, Mike","Anglin, Michael D.","Avina, Chelsea","Anaya, Phil",PG-13 ,5
2806389,Hot Rod,2007,Comedy,"Au, Aaron","Arnett, Will","Arnett, Will","Barber, Gillian","Abrahams, Doug",PG-13 ,6.7
2806483,Hot Shots! Part Deux,1993,Comedy,"Atkinson, Rowan","Atkinson, Rowan","Atkinson, Rowan","Abrahams, Jamie","Abrahams, Charlie",PG-13 ,6.6
2806585,Hot Tamale,2006,Thriller,"Best, James","Best, James","Best, James","Baird, Diora","Angelus, Nick Rey",R ,5.7
2806651,Hot Tub Time Machine,2010,Comedy,"Anderson, Blaine","Anderson, Blaine","Anderson, Blaine","Baird, Diora","Anderson, Blaine",R ,6.5
2806652,Hot Tub Time Machine 2,2015,Comedy,"Corddry, Rob","Buffer, Bruce","Chase, Chevy","Adler, Melorine","Alleman, Austin Reed",R ,5.1
2806783,Hotel,2001,Comedy,"Bentivoglio, Fabrizio","DiCenzo, George","Bentivoglio, Fabrizio","Burrows, Saffron","Beesley, Max",R ,4.4
2806858,Hotel Chevalier,2007,Short,"Portman, Natalie","Ahluwalia, Waris","Ahluwalia, Waris","Portman, Natalie","Ahluwalia, Waris",R ,7.3
2806881,Hotel de Love,1996,Drama,"Bossell, Simon","Bossell, Simon","Bossell, Simon","Blake, Julia","Baird, John",R ,6.3
2806929,Hotel for Dogs,2009,Comedy,"Cheadle, Don","Cheadle, Don","Cheadle, Don","Ambrosino, Hira","Austin, Jake T.",PG ,5.4
2807067,Hotel Rwanda,2004,Drama,"Cheadle, Don","Cheadle, Don","Cheadle, Don","Kaiser, Mosa","Cheadle, Don",PG-13 on appeal ,8.1
2807096,Hotel Sorrento,1995,Drama,"Morice, Tara","Goodall, Caroline","Morice, Tara","Edmanson, Jane","Anderson, Bruce",R ,6.5
2807110,Hotel Transylvania,2012,Comedy,"Burton, Corey","Buscemi, Steve","Buscemi, Steve","Abdoo, Rose","Alterman, Steve",PG ,7.1
2807113,Hotel Transylvania 2,2015,Comedy,"Brooks, Mel","Brooks, Mel","Brooks, Mel","Abdoo, Rose","Bettencourt, Jaeden",PG ,7
2807278,HottieBoombaLottie,2008,Comedy,"Hardy, Mike","Hardy, Mike","Hardy, Mike","Allford, Jenny","Aguire, Talon",PG-13 ,7.1
2807363,Hounddog,2007,Drama,"Morse, David","Morse, David","Morse, David","Fanning, Dakota","Clayton-Luce, Oliver",R ,6.3
2807414,Hours,2013,Thriller,"Tureaud, Tre","Hassan, TJ","Gomez, Nick","Bullard, Kesha","Beaulier, Austin",PG-13 ,6.5
2807434,House,2008,Horror,"Rosales, Reynaldo","Davis, J.P.","Davis, J.P.","Bale, Alanna","Bertrand, Jacob",R ,4.7
2807443,House Arrest,1996,Comedy,"Hitchcock, Michael","Hitchcock, Michael","Hitchcock, Michael","Aaron, Caroline","Arizona, Mooky",PG ,5.7
2807449,House Arrest,2012,Drama,"Aleong, Aki","Aleong, Aki","Aleong, Aki","Boone, Shelli","Aleong, Aki",R ,2.9
2807458,House at the End of the Drive,2014,Horror,"Geer, Ellen","Mangum, Jonathan","Mangum, Jonathan","D'Cole, Gizelle","Gatewood, Yusuf",R ,6.7
2807459,House at the End of the Street,2012,Horror,"Bellows, Gil","Bellows, Gil","Bellows, Gil","Alter, Lori","Bellows, Gil",PG-13 ,5.6
2807467,House Broken,2010,Comedy,"DeVito, Danny","Bofshever, Michael","DeVito, Danny","Abrams, Ashlee","Bofshever, Michael",R ,4.7
2807532,House Hunting,2013,Horror,"Singer, Marc","Cassidy, Pat","Cassidy, Pat","DuMond, Hayley","Black, Greg",R ,5.1
2807568,House of 1000 Corpses,2003,Horror,"Gibbs, Gregg","Gibbs, Gregg","Gibbs, Gregg","Black, Karen","Bannon, Chad",R ,6
2807572,House of 9,2005,Horror,"Capaldi, Peter","Degruttola, Raffaello","Capaldi, Peter","Amy, Susie","Capaldi, Peter",R ,5.6
2807615,House of Cards,1993,Drama,"Jones, Tommy Lee","Horse, Michael","Horse, Michael","Cassell, Jacqueline","Banks, Issac J.",PG-13 ,6.2
2807635,House of D,2004,Drama,"Chapman, Michael","Duchovny, David","Chapman, Michael","Amadei, Magali","Cartier, Harold",PG-13 ,7
2807659,House of Dust,2013,Horror,"Goodin, Michael","Goodin, Michael","Goodin, Michael","Assante, Alesandra","Ames, John Lee",R ,3.7
2807665,House of Fallen,2008,Thriller,"Arnold, Ken","Arnold, Ken","Arnold, Ken","Dames, Felicia","Arnold, Ken",R ,2.8
2807766,House of Love,2000,Drama,"Reed Lorsch, Kira","Logan, Paul","Logan, Paul","Featherly, Susan","Cowboy, Dollar Store",R ,5.5
2807807,House of Sand and Fog,2003,Drama,"Aleong, Aki","Abruzzo, Ray","Abruzzo, Ray","Aghdashloo, Shohreh","Abruzzo, Ray",R ,7.6
2807886,House of the Damned,1996,Horror,"Levy, Scott P.","Evigan, Greg","Paul, Alexandra","Chonsdale, Triona Ui","Donaghue, Dick",R ,4.3
2807888,House of the Dead,2003,Horror,"Howard, Clint","Eklund, Michael","Brazeau, Jay","Clavell, Kira","Brazeau, Jay",R ,2
2807909,House of the Rising Sun,2011,Thriller,"Kanouse, Lyle","Abbatiello, Don","Fairbrass, Craig","Childers, Ambyr","Abbatiello, Don",R ,4.4
2807926,House of Usher,2008,Horror,"Colbert, Gino","Cardelle, Michael","Colbert, Gino","Haft, Jaimyse","Cardelle, Michael",R ,3
2807931,House of Wax,2005,Horror,"Abrahams, Jon","Abrahams, Jon","Herriman, Damon","Cuthbert, Elisha","Abrahams, Jon",R ,5.3
2807954,House on Haunted Hill,1999,Horror,"Graves, Peter","Beebe, Dick","Beebe, Dick","Janssen, Famke","Beebe, Dick",R ,5.6
2807978,House Party 2,1991,Drama,"Brown, Georg Stanford","Brown, Georg Stanford","Judge, Christopher","Campbell-Martin, Tisha","Allen, Gene 'Groove'",R ,5
2807981,House Party 3,1994,Comedy,"Colyar, Michael","Colyar, Michael","Colyar, Michael","Alexander, Khandi","Allen, Derek 'DOA'",R ,3.9
2808022,House Under Siege,2010,Thriller,"Currie Holmes, Matthew","Currie Holmes, Matthew","Currie Holmes, Matthew","Kirkland, Sally","Currie Holmes, Matthew",R ,4.1
2808055,Housebound,2000,Thriller,"Whinery, Scott Ryan","Sarsgaard, Peter","Fox, Audrey Ellis","Albino, Flo","Bonilla, Art",R ,4.4
2808077,Houseguest,1995,Comedy,"Glass, Ron","Alexander, W.B.","Ben-Victor, Paul","Armstrong, Nicole","Aber, Chuck",PG ,5.9
2808086,Household Saints,1993,Drama,"D'Onofrio, Vincent","D'Onofrio, Vincent","D'Onofrio, Vincent","Barbaro, Schelli","Argo, Victor",R ,6.8
2808096,Housekeeping,2015,Thriller,"Gosselin, Eric","Foglia, Carlos","Gosselin, Eric","Akana Sturla, Jennifer","Foglia, Carlos",PG-13 ,5.3
2808135,HouseSitter,1992,Comedy,"MacNicol, Peter","Martin, Steve","Broun, Heywood Hale","Cronin, Laurel","Broun, Heywood Hale",PG ,6
2808493,How Do You Know,2010,Drama,"Baron, Noah","Baron, Noah","Baron, Noah",Akire,"Bailey, Nate",PG-13 ,5.3
2808493,How Do You Know,2010,Drama,"Baron, Noah","Baron, Noah","Baron, Noah",Akire,"Bailey, Nate",R ,5.3
2808591,How Harry Became a Tree,2001,Drama,"Dunbar, Adrian","Spasic, Milan","Dunbar, Adrian","Canavan, Catriona","Dunbar, Adrian",R ,6.8
2808620,How High,2001,Comedy,"Babatund�, Obba","Babatund�, Obba","Babatund�, Obba","Atkins, Essence","Alcarez, Alfonso",R ,6.2
2808690,How I Live Now,2013,Thriller,"Seager, Julian","Ronan, Paul","Seager, Julian","Barnett, Sarah","Arvanitis, Tony",R ,6.5
2808977,How She Move,2007,Drama,"Bennett, Cl�","Aro, Jeffery","Banks, Boyd","Armstrong, Tre","Adams, Demek",PG-13 ,3.2
2809006,How Stella Got Her Groove Back,1998,Drama,"Casnoff, Philip","Casnoff, Philip","Danton, Steve","Bassett, Angela","Bailey, D'Army",R ,5.5
2809075,How the Garcia Girls Spent Their Summer,2005,Drama,"Cervera Jr., Jorge","Barrera, David","Najera, Rick","Alexander, Eliana","Arabia, Roman",R ,6.2
2809083,How the Grinch Stole Christmas,2000,Comedy,"Grazer, Gavin","Baker, Rick","Carrey, Jim","Allbright, Landry","Alexander, John",PG ,6
2809229,How to Be a Player,1997,Comedy,"Edwards, Pierre","Bellamy, Bill","Bellamy, Bill","Boyett, Marta","Bellamy, Bill",R ,5.2
2809234,How to Be a Serial Killer,2008,Horror,"Burden, Ken","Bender, Cameron","Bender, Cameron","Catlett, Mary Jo","Ankrum, Brian",R ,5.6
2809376,How to Cook Your Life,2007,Documentary,"D�rrie, Doris","D�rrie, Doris","D�rrie, Doris","D�rrie, Doris","Brown, Edward Espe",PG-13 ,6
2809399,How to Deal,2003,Drama,"Baker, Dylan","Baker, Dylan","Esmer, Ennis","Ashry, Gabrielle","Akin, Philip",PG-13 ,5.7
2809452,How to Eat Fried Worms,2006,Comedy,"Cavanagh, Tom","Cavanagh, Tom","Cavanagh, Tom","Chung, Chloe Gunther","Agate, Alexander",PG ,5.4
2809547,How to Get the Man's Foot Outta Your Ass,2003,Drama,"Culp, Joseph","Culp, Joseph","Culp, Joseph","Avildsen, Bridget",Buzzxsassy,R ,7.4
2809558,How to Go Out on a Date in Queens,2006,Comedy,"Alexander, Jason","Alexander, Jason","Alexander, Jason","Barrie, Ruth","Alexander, Jason",R ,4.4
2809621,How to Kill Your Neighbor's Dog,2000,Drama,"Branagh, Kenneth","Branagh, Kenneth","Branagh, Kenneth","Burnett, Sarah Cole","Abrahams, Doug",R ,7
2809651,How to Lose a Guy in 10 Days,2003,Comedy,"Goldberg, Adam","Gallo, Ross","Gallo, Ross","Brown, Natalie","Adamson, Ames",PG-13 ,6.3
2809652,How to Lose Friends & Alienate People,2008,Drama,"Green, Brian Austin","Berendt, Michael","Corden, James","Aitken, Alexandra","Bennett, Michael",R ,6.5
2809712,How to Make an American Quilt,1995,Drama,"Guinee, Tim","Arndt, Denis","Arndt, Denis","Alden, Jane","Arndt, Denis",PG-13 ,6.2
2809729,How to Make Love Like an Englishman,2014,Comedy,"Anton, George","Anton, George","Anton, George","Alba, Jessica","Anton, George",R ,5.7
2809731,How to Make Love to a Woman,2010,Comedy,"Barinholtz, Ike","Barinholtz, Ike","Barinholtz, Ike","Bickford, Brooke","Barinholtz, Ike",R ,4.2
2809974,How to Train Your Dragon,2010,Family,"Baruchel, Jay","Baruchel, Jay","Baruchel, Jay","Ferrera, America","Baruchel, Jay",PG ,8.2
2809976,How to Train Your Dragon 2,2014,Comedy,"Baruchel, Jay","Baruchel, Jay","Baruchel, Jay","Blanchett, Cate","Ableson, Andrew",PG ,7.9
2810131,How You Look to Me,2005,Drama,"Cooke, Bob C.","Callan, Brennan James","Andreev, Sasha","Allen, Laura","Andreev, Sasha",R ,6
2810236,Howards End,1992,Drama,"Callow, Simon","Hopkins, Anthony","Callow, Simon","Bonham Carter, Helena","Bennett, Joseph",PG ,7.5
2810264,Howl,2010,Drama,"Balaban, Bob","Balaban, Bob","Balaban, Bob","Allen, Paige","Alexander, Jeremiah",R ,6.8
2810532,Hr�tar,2015,Drama,"Bjarnason, �orsteinn Gunnar","Bjarnason, �orsteinn Gunnar","Bjarnason, �orsteinn Gunnar","Arn�rsd�ttir, Jenn� L�ra","Benonysson, Jon",R ,7.5
2811107,Huck and the King of Hearts,1994,Adventure,"Astin, John","Astin, John","Astin, John","Becker, Gretchen","Astin, John",PG ,5.5
2811146,Hudson Hawk,1991,Comedy,"Coburn, James","Aiello, Danny","Aiello, Danny","Bernhard, Sandra","Aiello, Danny",R ,5.7
2811328,"Hugh Hefner: Playboy, Activist and Rebel",2009,Documentary,"Beatty, Warren","Beatty, Warren","Beatty, Warren","Arnstein, Bobbie","Adler, Larry",R ,7
2811359,Hugo,2011,Drama,"Atkins, Lasco","Atkins, Lasco","Atkins, Lasco","Balavage, Catherine","Addis, Ben",PG ,7.6
2811389,Hugo Pool,1997,Comedy,"Barris, Chuck","Barris, Chuck","Barris, Chuck","Dearing, Jo Ann","Ambriz, Domingo",R ,5.2
2811444,Huhwihaji anha,2006,Drama,"Kim, Nam-gil","Yang, Ik-joon","Yang, Ik-joon","Kim, Hwa-yeong","Choi, Doo-yeong",R ,7.2
2811614,Hulk,2003,Sci-Fi,"Aguilar, Ricardo","Aguilar, Ricardo","Aguilar, Ricardo","Buono, Cara","Aguilar, Ricardo",PG-13 ,5.7
2811883,Human Nature,2001,Drama,"Canopii, Juan","Anderson, Daryl","Canopii, Juan","Arquette, Patricia","Anderson, Daryl",R ,6.4
2811952,Human Traffic,1999,Comedy,"Beesley, Terence","Beesley, Terence","Beesley, Terence","Anderson, Jan","Albert, Peter",R ,7
2812082,Humboldt County,2008,Drama,"Bey, Yasir Ari","Bey, Yasir Ari","Bey, Yasir Ari","Balk, Fairuza","Bey, Yasir Ari",R ,6.4
2812145,Hummingbird,2013,Drama,"Asquith-Coe, Lee","Asquith-Coe, Lee","Asquith-Coe, Lee","Annabella, Rosemary","Altin, Josef",R ,6.2
2812221,Humpday,2009,Comedy,"Duplass, Mark","Duplass, Mark","Duplass, Mark","Delmore, Alycia","Bundgren, David",R ,6.1
2812364,Hundra�ringen som klev ut genom f�nstret och f�rsvann,2013,Comedy,"Carlsson, Niclas","Deinoff, Gustav","Carlsson, Niclas","Andersson, Guhn","Bj�rkman, Ola",R ,7.1
2812381,Hundstage,2001,Drama,"Thaler, Wolfgang","Strobl, Alfred","Martini, Claudia","Helm, Edith","Bakonyi, Christian",R ,7.1
2812397,Hung fan kui,1995,Thriller,"Chan, Jackie","Chan, Jackie","Chan, Jackie","Cain-Sparks, Carrie","Akerstream, Marc",R ,6.7
2812399,Hung Hei Kwun: Siu Lam ng zou,1994,Drama,"Chen, Sung Young","Lau, Damian","Li, Jet","Ruff, Michelle","Chen, Sung Young",R ,6.3
2812486,Hunger,2009,Horror,"Hentges, Steven","Egender, Joe","Cooley, John","Albyn, Laura","Ashby, Linden",R ,5.3
2812760,Hunt to Kill,2010,Thriller,"Bellows, Gil","Austin, Steve","Austin, Steve","Avgeropoulos, Marie","Adams, Lloyd",R ,5.2
2813034,Huntress: Spirit of the Night,1996,Horror,"Iliesiu, Sorin","Titieni, Adrian","Titieni, Adrian","Bodnar, Jenna","Alexandru, George",R ,3.8
2813067,Huo shao dao,1991,Drama,"Chan, Jackie","Chan, Jackie","Chan, Jackie","Chang, Rachel","An, Wang",R ,5.9
2813092,Huo yuanjia,2006,Drama,"De Longis, Anthony","Benn, Jon T.","De Longis, Anthony","Buck, Samantha","Benn, Jon T.",PG-13 ,7.7
2813195,Hurlyburly,1998,Drama,"Palminteri, Chazz","Hiller, Igor","Hiller, Igor","Allen, Penelope","Cox, Bud",R ,5.8
2813239,Hurricane,1997,Drama,"Ashley, James","Ashley, James","Ashley, James","Basoli, Anna","Alban, Carlo",R ,6.5
2813282,Hurricane Season,2009,Drama,"Asefa, Alexander","Asefa, Alexander","Asefa, Alexander","Angelety, Natasha \""Sasha\"",""Asefa, Alexander",PG-13 ,6.7,
2813327,Hurt,2009,Horror,"Rathbone, Jackson","Eidem, Erik","Rathbone, Jackson","Bisesti, Linda","Eidem, Erik",R ,5.2
2813390,Husbands,1970,Drama,"Cassavetes, John","Cassavetes, John","Cassavetes, John","Cassavetes, Xan","Armstrong, John",PG-13 ,7.5
2813394,Husbands and Wives,1992,Drama,"Allen, Woody","Allen, Woody","Allen, Woody","Aaron, Caroline","Allen, Woody",R ,7.6
2813424,Hush,1998,Thriller,"Holbrook, Hal","Schaech, Johnathon","Holbrook, Hal","Carroll, Jolene","Baxter, Charles Thomas",PG-13 ,5.2
2813520,Husk,2011,Horror,"Easter, Ben","Easter, Ben","Sursok, Tammin","Rose, Candice","Chatham, Wes",R ,5.1
2813582,Hustle & Flow,2005,Drama,"Anderson, Anthony","Anderson, Anthony","Anderson, Anthony","Bowman, Helen","Anderson, Anthony",R ,7.4
2813955,Hwanghae,2010,Thriller,"Ha, Jung-woo","Kokourina, Anna","Ha, Jung-woo","Kim, Jae-hwa","Ha, Jung-woo",R ,7.4
2813986,Hwasango,2001,Fantasy,"Man, Method","Benjamin, Andr�","Benjamin, Andr�","Chae, Shi-ah","Benjamin, Andr�",PG-13 ,6.1
2814098,Hyde Park on Hudson,2012,Drama,"Beckmann, Tim","Beckmann, Tim","Campbell, Tommy","Baldwin, Nancy","Ahern, Tim",R ,5.8
2814172,Hyenas,2011,Horror,"Husk, Ryan T.","Allen, Andrew James","Husk, Ryan T.","Aardsma, Amanda","Alba, Joshua",R ,2.8
2814496,Hysteria,2011,Comedy,"Everett, Rupert","de Brabant, Jimmy","Everett, Rupert","Chancellor, Anna","Blanks, Perry",R ,6.7
2814569,Hy�ry�-gai,2000,Thriller,"Emoto, Akira","Nomura, Eugene","Mizukami, Ry�shi","Manterola, Patricia","DeVicente, Sebastian",R ,6.4
2814814,H�vnen,2010,Drama,"Bodnia, Kim","Bjarke, Toke Lars","Bodnia, Kim","Akoth, Nancy","Bjarke, Toke Lars",R ,7.7
2814956,H�hokekyo tonari no Yamada-kun,1999,Comedy,"Belushi, James","Belushi, James","Belushi, James","Araki, Masako","Belushi, James",PG ,7.3
2815263,I Accidentally Domed Your Son,2004,Comedy,"Combs, Ryan","Allen, Dino","Combs, Ryan","Aulloque, Yolanda","Allen, Dino",R ,1.7
2815265,I Accuse,2003,Thriller,"Kapelos, John","Grass, Brad","Cunningham, Cavan","Bracht, Kathryn","Alexander, George",R ,5.6
2815428,I Am Ali,2014,Documentary,"Brown, Jim","Brown, Jim","Ali, Muhammad","Ali, Hana","Ali Jnr, Muhammad",PG ,7
2815498,I Am Comic,2010,Documentary,"Ahmed, Ahmed","Ahmed, Ahmed","Ahmed, Ahmed","Astrow, JoAnne","Ahmed, Ahmed",R ,6.5
2815514,I Am David,2003,Drama,"Feig, Paul","Feig, Paul","Feig, Paul","Bartolomei, Elisabetta","Attias, Roberto",PG ,7.3
2815643,I Am Legend,2007,Thriller,"Cirbus, Steve","Cupone, Vince","Cirbus, Steve","Braga, Alice","Caruso, Jack",PG-13 ,7.2
2815743,I Am Number Four,2011,Thriller,"Braver, Jon","Braver, Jon","Braver, Jon","Agron, Dianna","Abel, Jake",PG-13 ,6.1
2815771,I Am Sam,2001,Drama,"Abatemarco, Tony","Hutchison, Doug","Fanning, Dennis","Adderley, Janet","Abatemarco, Tony",PG-13 ,7.6
2816175,I Can Do Bad All by Myself,2009,Drama,"Hayes, Keith Allen","Brazeal, Tim","Hayes, Keith Allen","Bailey, Carla","Boakye, Kwesi",PG-13 ,4
2816285,I Can't Think Straight,2008,Drama,"Balcaban, Dan","Balcaban, Dan","Balcaban, Dan","Akhtar, Siddiqua","Balcaban, Dan",PG-13 ,6.7
2816303,I Capture the Castle,2003,Drama,"Fitzgerald, Tara","Blucas, Marc","Warrior, James","Byrne, Rose","Bamber, David",R ,7.1
2816453,I Could Never Be Your Woman,2007,Drama,"Atkins, Lasco","Atkins, Lasco","Atkins, Lasco","Alexander, Sarah","Atkins, Lasco",PG-13 ,6.1
