Movie_id,Title,Year,Genre,Director,Producer,Writer,Actress,Actor,MPAA,Rating
2709429,Fauteuils d'orchestre,2006,Drama,"Benoin, Daniel","Gallienne, Guillaume","Benoin, Daniel","Brousse, Mich�le","Amiach, Franck",PG-13 ,6.8
2709565,Fay Grim,2006,Thriller,"Goldblum, Jeff","Dickinson, Ian T.","Goldblum, Jeff","Anbeh, Suzan","Aiken, Liam",R ,6.4
2709659,FDR: American Badass!,2012,Comedy,"Best, Ahmed","Alfano, Eddie","Alfano, Eddie","Bangs, Cherise","Alfano, Eddie",R ,5.4
2709697,Fear,1996,Thriller,"Fraim, Tracy","Fraim, Tracy","Fraim, Tracy","Bates, Jo","Airlie, Andrew",R ,6.2
2709741,Fear and Loathing in Las Vegas,1998,Drama,"Bridgewater, Stephen","Bridgewater, Stephen","Bierko, Craig","Alexander, Kathryn","Allen, Robert",R ,7.7
2709754,Fear Clinic,2015,Horror,"Dekker, Thomas","Dekker, Thomas","Dekker, Thomas","Armani, Angelina","Beemer, Brandon",R ,5.5
2709819,Fear of a Black Hat,1993,Comedy,"Burr, Jeff","Bruce, Reggie","Bruce, Reggie","Anderson, LaVerne","Bruce, Reggie",R ,7.2
2709857,Fear of the Dark,2003,Horror,"Rindress-Kay, Daniel","James, Jesse","James, Jesse","Purl, Linda","Burelle, Charles-Etienne",PG-13 ,5.4
2709896,Fear X,2003,Thriller,"Adamson, Frank","Houghton, Mark","Cowie, Victor","Bajer, Sharon","Adamson, Frank",PG-13 ,5.9
2709919,Feardotcom,2002,Horror,"Kier, Udo","Bearne, Chris","Dorff, Stephen","Campbell, Emma","Bearne, Chris",R ,3.3
2709927,Fearless,1993,Thriller,"Amendolia, Don","Bridges, Jeff","Cerny, Daniel","Brittenham, Trisha","Amendolia, Don",R ,7.2
2709999,Feast,2005,Horror,"Gulager, Clu","Dane, Eric","Gulager, Clu","Allen, Krista","Criss, Anthony 'Treach'",R ,6.4
2710017,Feast of July,1995,Drama,"Menaul, Christopher","Wise, Greg","Frost, Stephen","Davidtz, Embeth","Anderson, Kenneth",R ,6.4
2710018,Feast of Love,2007,Drama,"Bell Jr., Jerry","Bell Jr., Jerry","Burke, Billy","Alexander, Jane","Anderson, Tobias",R ,6.7
2710146,Fed Up,2014,Documentary,"Soechtig, Stephanie","Bloomberg, Michael","Soechtig, Stephanie","Couric, Katie","Bloomberg, Michael",PG ,7.7
2710190,Federal Hill,1994,Drama,"Corrente, Michael","Corrente, Michael","Corrente, Michael","Kay, Phyllis","Andrews, Jason",R ,6.3
2710304,Feedback,2002,Thriller,"Harper, Jesse Bob","Andre, Ted","Harper, Jesse Bob","Pursley, Melissa","Andre, Ted",R ,5.1
2710464,Feel the Noise,2007,Drama,"Esposito, Giancarlo","Anthony, Marc","Anthony, Marc","Arredondo, Rosa","Abesamis, Americus",PG-13 ,2.7
2710509,Feeling Minnesota,1996,Drama,"Aykroyd, Dan","Aykroyd, Dan","Aykroyd, Dan","Diaz, Cameron","Aykroyd, Dan",R ,5.4
2710617,Feh�r isten,2014,Drama,"Goth�r, P�ter","Goth�r, P�ter","Goth�r, P�ter","Bodn�r, Erika","Ascher, K�roly",R ,6.9
2710711,Fei xia xiao bai long,1968,Adventure,"Chen, Chuan","Cheng, Kwan-Min","Liu, Chia-Liang","Fung, Bo-Bo","Chen, Chuan",PG-13 ,5.8
2710726,Fei Ying,2004,Sci-Fi,"Buson, Laurent","Buson, Laurent","Chen, Daming","Jin, Zhou","Buson, Laurent",PG-13 ,5.2
2710727,Fei ying gai wak,1991,Thriller,"Chan, Jackie","Chan, Jackie","Chan, Jackie","Cheng, Carol 'Do Do'","Archer, Wayne",PG-13 ,7.2
2710900,Felicia's Journey,1999,Thriller,"Hoskins, Bob","Hoskins, Bob","Hoskins, Bob","Benedict, Claire","Cole, Sidney",PG-13 ,7
2711159,Feliz Navidad,2006,Comedy,Agustin,"Aaron, Quinton","Aaron, Quinton","Blondet, Giselle","Aaron, Quinton",PG ,6.8
2711212,Fellini: Je suis un grand menteur,2002,Documentary,"Benigni, Roberto","Benigni, Roberto","Benigni, Roberto","Cardinale, Claudia","Benigni, Roberto",R ,7.2
2711238,Felon,2008,Drama,"Bentley, Chris","Bentley, Chris","Bentley, Chris","Archer, Anne","Allen, Bill",R ,7.5
2711240,Felony,1994,Thriller,"DaMota, Billy","Anderson, Deke","DaMota, Billy","Akridge, Kerry","Anderson, Deke",R ,4
2711340,Female Perversions,1996,Thriller,"Cassini, John","Brown, Clancy","Cassini, John","Berns, Judy Jean","Brown, Clancy",R ,5.5
2711350,Female Trouble,1974,Comedy,"Bederski, Henry","Stover, George","Bederski, Henry","Albaugh, Sally","Adams, Bob",NC-17 ,7.3
2711377,Femalien,1996,Sci-Fi,"Gotz, Stu","San Miguel, Carlos","Andrews, Brittany","Andrews, Brittany","de Vasquez, Juan Carlos",R ,5.8
2711378,Femalien II,1998,Sci-Fi,"Graver, Gary","Caldovino, Chris","Graver, Gary","Eastman, Laura","Albrecht, Steven",R ,2.8
2711501,Femme Fatale,2002,Thriller,"Banderas, Antonio","Albou, Olivier","Banderas, Antonio","Andrikonyte, Ugne","Albou, Olivier",R ,6.3
2711772,Feng yue,1996,Drama,"Chang, Shih","Cheung, Leslie","Chang, Shih","Gong, Li","Chang, Shih",R ,6.9
2712224,Fertile Ground,2011,Horror,"Gierasch, Adam","Ardizzone, Giuseppe","Gierasch, Adam","Anderson, Jace","Ardizzone, Giuseppe",R ,4.6
2712395,Festen,1998,Drama,"Moritzen, Henning","Thomsen, Ulrich","Bondam, Klaus","Boas, Erna","Boas, John",R ,8.1
2712468,Festival Express,2003,Documentary,"Cullingham, James","Bauman, Jon 'Bowzer'","Bauman, Jon 'Bowzer'","Bramlett, Bonnie","Andersen, Eric",R ,7.6
2712475,Festival in Cannes,2001,Comedy,"Altman, Mark A.","Altman, Mark A.","Altman, Mark A.","Aim�e, Anouk","Altman, Mark A.",PG-13 ,6
2712899,Fever,1999,Thriller,"Duke, Bill","Duenyas, Yehuda","Duke, Bill","Crook, Jilly","Burns, William H.",R ,6.1
2712930,Fever Pitch,1997,Drama,"Condes, Gary","Aikman, Luke","Condes, Gary","Aird, Holly","Aikman, Luke",R ,6.7
2712933,Fever Pitch,2005,Drama,"Blank, Brad","Blank, Brad","Blank, Brad","Alexander, Lizz","Abbrecht, Todd",PG-13 ,6.2
2713256,Fido,2006,Horror,"Bailey, Raymond E.","Azevedo, Mike","Azevedo, Mike","Bennett, Sonja","Abrahams, Doug",R ,6.8
2713330,Field of Fire,1992,Adventure,"Avellana, Joe Mari","Barnes, Don","Avellana, Joe Mari",\N,"Avellana, Joe Mari",R ,5
2713339,Field of Lost Shoes,2014,Drama,"Arquette, David","Arquette, David","Arquette, David","Cordner, Meghan Rose","Aard, Frank J.",PG-13 ,5.6
2713446,Fierce Creatures,1997,Comedy,"Cleese, John","Cleese, John","Bardon, John","Aitken, Maria","Alexander, John",PG-13 ,6.3
2713453,Fierce People,2005,Thriller,"Evans, Chris","Brooks, Aaron","Brooks, Aaron","de la Huerta, Paz","Bell, Dexter",R ,6.6
2713727,Fifty Dead Men Walking,2008,Thriller,"Halligan, Derek","Kennedy, Paul","Dunning, Nick","Bates, Brigid Erin","Ball, Seamus",R ,6.9
2713770,Fifty Shades of Grey,2015,Drama,"Cermak, Jason","Cermak, Jason","Cermak, Jason","Albrecht, Elliat","Airlie, Andrew",R ,4.1
2713809,Fifty/Fifty,1992,Comedy,"Abu Hassan, Hussein","Hays, Robert","Abu Hassan, Hussein","Filotei, Alessandra","Abu Hassan, Hussein",R ,5.7
2713884,Fight Club,1999,Drama,"Bailey, Eion","Arturo, Michael","Arquette, Richmond","Bickford, Valerie","Andrews, David",R ,8.9
2714084,Fighting,2009,Drama,"Harp, Jet","Barroso, David","Cenatiempo, John","Beil, Judy","Anderson, James P.",PG-13 ,5.6
2714159,Fighting Fish,2012,Action,"El Berni, Jawed","El Berni, Jawed","El Berni, Jawed","Pitakporntrakul, Jirantanin","El Berni, Jawed",R ,5.6
2714316,Fighting Tommy Riley,2004,Drama,"Harlan, Adam","Bentt, Michael","Davis, J.P.","Chambers, Christina","Belsky, Scot",R ,6.6
2714328,Fighting Words,2007,Drama,"Howell, C. Thomas","Albert, Edward","Howell, C. Thomas","Ben-Asher, Judy","Albert, Edward",R ,6.2
2714432,Figures in a Landscape,1970,Thriller,"Alekan, Henri","McDowell, Malcolm","McDowell, Malcolm","Brown, Pamela","Bradford, Andy",R ,6.8
2714679,Filly Brown,2012,Drama,"Atis, Resmine","Atis, Resmine","Atis, Resmine","Delara, Shirin","Armenta, Victor",R ,5.5
2715109,Films of Fury: The Kung Fu Movie Movie,2011,Documentary,"Lowenthal, Yuri","Lowenthal, Yuri","Lowenthal, Yuri",\N,"Lowenthal, Yuri",R ,6.6
2715192,Filth,2013,Drama,"Healy, Colin","Broadbent, Jim","Broadbent, Jim","Altmeyer, Franziska","Bell, Jamie",R ,7.1
2715438,Final,2001,Thriller,"Barrish, Seth","Dunn, Stephen P.","Barrish, Seth","Alexanian, Alexis","Arnold, Madison",R ,5.9
2715451,Final Analysis,1992,Thriller,"Alexander, Derick","Alexander, Derick","Alexander, Derick","Atken, Maelani","Alaniz, Rico",R ,5.8
2715470,Final Breakdown,2002,Drama,"Romano, Larry","Clemons, Inny","George, Eric","Calhoun, Monica","Badalamenti, Anthony",R ,4.9
2715500,Final Contract: Death on Delivery,2006,Action,"Kurvin, Niels","Dickinson, Ian T.","Kurvin, Niels","Eich, Xisa","Bones, Ken",R ,5.7
2715524,Final Cut,1998,Thriller,"Anciano, Dominic","Anciano, Dominic","Anciano, Dominic","Andrew, Charlotte","Anciano, Dominic",R ,6.1
2715555,Final Destination,2000,Horror,"Roebuck, Daniel","Gilman, Larry","Holden, Mark","Caruk, Lisa Marie","Angus, Forbes",R ,6.7
2715557,Final Destination 2,2003,Horror,"Sipos, Shaun","Carson, Terrence 'T.C.'","Douglas, Aaron","Adams, Enid-Raye","Airlie, Andrew",R ,6.2
2715558,Final Destination 3,2006,Horror,"Johannson, Colby","Francis, Andrew","Bollo, Lou","Chapman, Nesta","Allan, Harris",R ,5.8
2715559,Final Destination 5,2011,Horror,"Anderson, Blaine","Anderson, Blaine","Anderson, Blaine","Baek, Grace","Adamthwaite, Michael",R ,5.9
2715610,Final Fantasy: The Spirits Within,2001,Sci-Fi,"Baldwin, Alec","Adler, Matt","Adler, Matt","Baker, Andrea","Adler, Matt",PG-13 ,6.4
2715627,Final Flight of the Osiris,2003,Short,"Jones, Andrew R.","DiMaggio, John","Gomez, Rick","Adlon, Pamela","DiMaggio, John",PG-13 ,7.6
2715640,Final Girl,2015,Thriller,"Tyson, Sean","Bentley, Wes","Huffman, Logan","Breslin, Abigail","Bentley, Wes",R ,4.6
2715687,Final Move,2006,Thriller,"Baldwin, Daniel","Baldwin, Daniel","Baldwin, Daniel","Detmer, Amanda","Baldwin, Daniel",R ,3.6
2715756,Final Solution,2001,Drama,"Kani, John","Faure, Andrew","Ellis, Jan","van der Merwe, Liezel","Ellis, Jan",R ,7.1
2715785,Final Vendetta,1996,Thriller,"Stanley, Christopher","Cohen, Scott","Nelson, Peter","Allen, Sage","Blankfield, Mark",R ,5.5
2715794,Final Voyage,1999,Drama,"Gabai, Richard","Billingslea, Beau","Ducommun, Rick","Christian, Claudia","Adcox-Hernandez, Thom",R ,4
2715811,Final: The Rapture,2013,Thriller,"Choi, Edmond",Carman,Carman,"Arik, Kira","Andino, Erick",PG-13 ,6.3
2715964,Find Me Guilty,2006,Drama,"Adler, Jerry","Albanese, Dennis","Adler, Jerry","Allen, Lola","Adler, Jerry",R ,7.1
2716020,Finder's Fee,2001,Thriller,"Forster, Robert","Forster, Robert","Palladino, Erik","Bay, Frances","Chirillo, Louis",R ,6.5
2716045,Finders Keepers,2015,Documentary,"Carberry, Bryan","Carberry, Bryan","Tweel, J. Clay",\N,"Whisnant, Shannon",R ,7.1
2716084,Finding Amanda,2008,Drama,"Begley Jr., Ed","Begley Jr., Ed","Carnevale, Edward","Blong, Jenni","Armstrong, Vaughn",R ,5.6
2716109,Finding Bliss,2009,Comedy,"Byrne, P.J.","Bagley, Tim","Bagley, Tim","Aaron, Caroline","Bagley, Tim",R ,5.3
2716192,Finding Forrester,2000,Drama,"Connery, Sean","Connery, Sean","Damon, Matt","Berry, Stephanie","Abraham, F. Murray",PG-13 ,7.3
2716213,Finding Graceland,1998,Drama,"Aylward, John","Aylward, John","Aylward, John","Brokaw, Christine","Aylward, John",PG-13 ,6.4
2716237,Finding Home,2003,Drama,"Blodgett, Sean","Blodgett, Sean","Collins, Misha","Arnette, Jeannetta","Blodgett, Sean",PG-13 ,5.7
2716260,Finding Hope Now,2014,Drama,"Jogia, Avan","Badalucco, Michael","Jogia, Avan","Acosta, Noelle","Angelus, Nick Rey",PG-13 ,5.1
2716304,Finding Kelly,2000,Comedy,"Moran, Sean","Jason, Peter","Moran, Sean","Arnette, Jeannetta","Allison, Keith",PG ,2.9
2716368,Finding Neverland,2004,Drama,"Bennett, Greg","Bennett, Greg","Bennett, Greg","Birmingham, Charlotte","Barnett, Angus",PG ,7.8
2716414,Finding Rin Tin Tin,2007,Family,"Stiller, Wesley","Jensen, Tyler","Stiller, Wesley","Jivkova, Didi",Andy,PG ,5
2716682,Fingerprints,2006,Horror,"Cox, Dylan","Cox, Darryl","Cox, Dylan","Basil, Justine","Apt, Luka",R ,5
2716792,Fink!,2005,Action,"Boyle, Timothy","Boxer, John","Boyle, Timothy","Barr, Natalie","Algadi, Ab",R ,3.6
2716834,Finn on the Fly,2009,Comedy,"Hoy, Sean","Belleville, Ryan","Belleville, Ryan","Anderson, Shannon","Ansell, Cameron",PG ,4.2
2717045,Fiorile,1993,Drama,"Bigagli, Claudio","Cassinelli, Giovanni","Bigagli, Claudio","Barbieri, Barbara Gia","Albelli, Sergio",PG-13 ,7
2717202,Fire Down Below,1997,Thriller,"Basile, Joe","Baker, Brett","Alexander, Newell","Antonova, Lana","Alexander, Newell",R ,4.9
2717230,Fire from Below,2009,Adventure,"Crowe, Jason","Crowe, Jason","Crowe, Jason","Albach, Maeghan","Combs, Chris",PG-13 ,2.6
2717273,Fire in the Sky,1993,Drama,"Berg, Peter","Berg, Peter","Berg, Peter","Ariola, Julie","Barkhurst, Vernon",PG-13 ,6.5
2717311,Fire on the Amazon,1993,Drama,"Fern�ndez, Juan","Fern�ndez, Juan","Fern�ndez, Juan","Bullock, Sandra","Arenas, Reynaldo",R ,3.4
2717324,Fire Over Afghanistan,2003,Drama,"Dryer, Fred","Dryer, Fred","Dryer, Fred","Bayne, Jordan","Angelov, Daniel",R ,3.8
2717376,Fire with Fire,2012,Thriller,50 Cent,50 Cent,50 Cent,"Adams, Julia",50 Cent,R ,5.7
2717413,Fireball,2009,Drama,"Barameeanat, Preeti","Barameeanat, Preeti","Barameeanat, Preeti","Bootsri, Nutsha","Barameeanat, Preeti",R ,5.2
2717469,Fired Up!,2009,Comedy,"Fleming, Andrew","Blaiklock, Michael","Blaiklock, Michael","Ackles, Danneel","Blaiklock, Michael",PG-13 ,6.2
2717475,Firefall: An Epic Family Adventure,2012,Drama,"Carney, D.T.","Carney, D.T.","Carney, D.T.","Anderson, Emily","Alvarado, James",PG-13 ,7.4
2717477,Firefight,2003,Thriller,"Baldwin, Stephen","Bacic, Steve","Mancuso, Nick","Drake, Patricia","Bacic, Steve",R ,4.1
2717503,Fireflies in the Garden,2008,Drama,"Greenwood, Spencer","Dafoe, Willem","Dafoe, Willem","Brew, Michelle","Boyd, Cayden",R ,6.5
2717524,Firehead,1991,Thriller,"Becker, Gretchen","Landau, Martin","Becker, Gretchen","Becker, Gretchen","Aplin, Frank",R ,2.9
2717530,Firehouse Dog,2007,Comedy,"Adam, Joseph","Abrams, Aaron","Abrams, Aaron","Alexander, Magdalena","Abrams, Aaron",PG ,5.5
2717538,Firelight,1997,Drama,"Marceau, Sophie","Gunning, Christopher","Flanagan, John","Amos, Emma","Ackland, Joss",R ,7.3
2717598,Firepower,1993,Crime,"Camacho, Art","Camacho, Art","Camacho, Art","Das, Alisha","Camacho, Art",R ,5.3
2717601,Fireproof,2008,Drama,"Kendrick, Alex","Cameron, Kirk","Cameron, Kirk","Bailey, Blake","Bevel, Ken",PG ,6.5
2717648,Firestorm,1998,Thriller,"Ratner, Ben","Forsythe, William","Forsythe, William","Amis, Suzy","Buhr, Gavin",R ,4.6
2717663,Firetrap,2001,Crime,"Cain, Dean","Cain, Dean","Cain, Dean","Angel, Vanessa","Beach, David",R ,5.4
2717665,Firewall,2006,Thriller,"Arkin, Alan","Arkin, Alan","Arkin, Alan","Breuer, Beverley","Arkin, Alan",PG-13 ,5.8
2717839,First Born,2007,Horror,"Brown, Blair","Brown, Blair","Dillon, Mia","Alexander, Khandi","Caruso, Phillip V.",PG-13 ,4.7
2717987,First Daughter,2004,Drama,"Bloodgood, Paul Michael","Adway, Dwayne","Avant, Alex",Ameriie,"Adway, Dwayne",PG ,4.9
2718028,First Descent,2005,Documentary,"Curly, Kemp","Rice, Travis","Granato, Jim","Teter, Hannah","Farmer, Shawn",PG-13 ,7.2
2718128,First Kid,1996,Comedy,"Boyd, Blake","Bono, Sonny","Bono, Sonny","Abrams, Patsy Grady","Arana, Tomas",PG ,5.1
2718162,First Knight,1995,Thriller,"Bennett, Sacha","Bennett, Sacha","Bennett, Sacha","Breslau, Susan","Bennett, Sacha",PG-13 ,5.9
2718238,"First Love, Last Rites",1997,Drama,"Logue, Donal","Logue, Donal","Logue, Donal","Arnette, Jeannetta","Babin, Hugh Joseph",R ,5.5
2718411,First Snow,2006,Thriller,"Mallow, Dave","Colon, Dave","Mallow, Dave","Burroughs, Jackie","Atler, Anthony Jordan",R ,6.3
2718444,First Sunday,2008,Drama,"Abernathy, Don","Abernathy, Don","Abernathy, Don","Brown, Jackie","Abernathy, Don",PG-13 ,4.2
2718692,Fish Don't Blink,2002,Comedy,"DeBus, Chuck","Becker, Randy","DeBus, Chuck","Beavers, Leslie","Becker, Randy",R ,5
2718757,Fish Out of Water,1999,Thriller,"Cavalier, Jason","Cavalier, Jason","Cavalier, Jason","Almgren, Susan","Cavalier, Jason",PG ,4.9
2718815,Fish Without a Bicycle,2003,Drama,"Cistone, Danny","Arenholz, Stephen","Arenholz, Stephen","Blanc, Jennifer","Alexander, Kent",R ,4.5
2719015,Fishing Without Nets,2014,Thriller,"Godon, Eric","Mirre, Abu Bakr","Godon, Eric","Ibrahim, Idil","Farrah, Abdiwali",R ,6.5
2719042,Fishtales,2007,Family,"Collier, Adam","David, Alki","Collier, Adam","Andrews, Kirsty","Antoniou, Elias",PG ,6.4
2719126,Fist of the North Star,1995,Thriller,"Basco, Dante","Basco, Dante","Basco, Dante","Brown, Downtown Julie","Basco, Dante",R ,3.9
2719198,Fists of Iron,1995,Action,"Camacho, Art","Brown, Peter","Camacho, Art","DeCosta, Jennifer","Brown, Peter",R ,4.5
2719348,Five Aces,1999,Drama,"Clark, Matt","Cesario, Jeff","Cesario, Jeff","Carrere, Tia","Bozian, Jamie",R ,5.2
2719455,Five Fingers,2006,Thriller,"Fishburne, Laurence","Fishburne, Laurence","Fishburne, Laurence","Ferrer, Mimi","Donze, David W.",R ,6.4
2719488,Five Hours South,2012,Drama,"Londono, Andres","Londono, Andres","Cippone, Francesco","DaCosta Johnson, Djassi","Acerbi, Riccardo",R ,3.8
2719544,Five Minutes of Heaven,2009,Drama,"Kennedy, Paul","Kennedy, Paul","Kennedy, Paul","Biddle, Aoibheann","Doherty, Gerry",R ,6.7
2719654,Five Thirteen,2013,Drama,"Barnhardt, Malik","Arroyo, Danny","Audigier, Christian","Castillo, Kikey","Arroyo, Danny",R ,4
2719679,Five Weeks in a Balloon,1962,Comedy,"Gilbert, Billy",Fabian,"Caillou, Alan","Allen, Sheila","Abdullah, Joe",PG ,5.8
2719718,Fix,2008,Drama,"Park, Randall","Andrews, Shawn","Park, Randall","Echikunwoke, Megalyn","Alvarez, Frank",R ,6.4
2719974,Flags of Our Fathers,2006,Drama,"Bradford, Jesse","Beach, Adam","Calhoun, Jacare","Black, Yukari","Ahl, Michael",R ,7.1
2720198,Flannel Pajamas,2006,Romance,"Gilchrist, Robert John","Bower, Tom","Gilchrist, Robert John","Altman, Chelsea","Bonnell, Munro M.",R ,5.8
2720232,Flareup,1969,Thriller,"Jump, Gordon","Jump, Gordon","Chastain, Don","Byron, Jean","Askew, Luke",PG-13 ,5.2
2720361,Flash of Genius,2008,Drama,"Alda, Alan","Abrams, Aaron","Abrams, Aaron","Crozier, Nicole","Abel, Jake",PG-13 ,7
2720414,Flashback - M�rderische Ferien,2000,Horror,"Buck, Detlev","Buck, Detlev","Buck, Detlev","Curtis, Allegra","Buck, Detlev",R ,5.3
2720427,Flashbacks of a Fool,2008,Drama,"May, Jodhi","Craig, Daniel","Meyer, Darron","Athans, Gina","Allen, Alfie",R ,6.8
2720450,Flashfire,1994,Crime,"Gossett Jr., Louis","Gossett Jr., Louis","Gentili, Robert","Cruise, Yvette","Cabrera, Boris",R ,4.7
2720647,Flawless,1999,Drama,"De Niro, Robert","Boeving, Christian","Arias, Joseph","Arroyave, Karina","Arias, Joseph",R ,6.4
2720648,Flawless,2007,Thriller,"Atkins, Lasco","Atkins, Lasco","Atkins, Lasco","Adolphe, Jean","Ackland, Joss",PG-13 ,6.8
2720685,Fled,1996,Drama,"Baldwin, Stephen","Apisa, Robert","Bates, Brannon","Gershon, Molli D.","Amor, Jay",R ,5.3
2720788,Flesh and Bone,1993,Thriller,"Caan, James","Hawkes, John","Paltrow, Gwyneth","Bolling, Angie","Baker, Travis",R ,6.2
2720831,Flesh for Frankenstein,1973,Horror,"Kier, Udo","Dallesandro, Joe","Dallesandro, Joe","Bosisio, Li�","Aleksic, Miomir",R ,5.9
2720835,Flesh for the Beast,2003,Horror,"Sambrell, Aldo","Clayton, Aaron","Sambrell, Aldo","Edison, Isadora","Beasley Jr., Clark",R ,3.2
2720841,Flesh Gordon Meets the Cosmic Cheerleaders,1990,Comedy,"Bafaro, Micheal","Bafaro, Micheal","Bafaro, Micheal","Abels, Lauren","Alfier, Jericho",R ,3.2
2721029,Flicka,2006,Drama,"Searcy, Nick","Kwanten, Ryan","McGraw, Tim","Bello, Maria","Burton, David",PG ,6.1
2721061,Flickan som lekte med elden,2009,Thriller,"Oscarsson, Per","Nyqvist, Michael","Munshi, Sunil","Blad, Tehilla","Ahlbom, Anders",R ,7.1
2721201,Flight,2012,Thriller,"Cheadle, Don","Benjamin, Jason","Benjamin, Jason","Beauvais, Garcelle","Adams, Timothy",R ,7.3
2721274,Flight of Fancy,2000,Family,"Cain, Dean","Cain, Dean","Cain, Dean","Moreno, Carmen","Cain, Dean",PG ,5.3
2721311,Flight of the Phoenix,2004,Thriller,"Brown, Bob","Brown, Bob","Brown, Bob","Otto, Miranda","Barton, Derek",PG-13 ,6.1
2721370,Flightplan,2005,Thriller,"Edelman, Shane","Amstler, Robert","Edelman, Shane","Barron, Ina","Alin, Tarek Antonio",PG-13 ,6.2
2721479,Flipped,2010,Drama,"Bolten, Michael","Cho, Hahn","Shaiman, Marc","Auwers, Linda","Bassett, Max",PG ,7.7
2721493,Flipper,1996,Family,"Shapiro, Alan","Fuchs, Jason","Banks, Jonathan","Bertolino, Allison","Banks, Jonathan",PG ,5.2
2721503,Flipping,1997,Drama,"Basulto, David","Amos, David","Benjamin, Shaun T.","Fonteyn, Christina","Adamian, Eddie",R ,4.2
2721529,Flirt,1995,Drama,"Aljinovic, Boris","Hartley, Hal","Donovan, Martin","Bick, Susie","Aljinovic, Boris",R ,6.3
2721558,Flirting,1991,Drama,"Gray, Marc Aden","Frey, Kurt","Frey, Kurt","Blinco, Maggie","Black, Craig",R ,7.3
2721574,Flirting with Disaster,1996,Comedy,"Alda, Alan","Alda, Alan","Alda, Alan","Arquette, Patricia","Alda, Alan",R ,6.8
2721717,Flock of Dodos: The Evolution-Intelligent Design Circus,2006,Documentary,"Olson, Randy","Carlisle, Ty","Carlisle, Ty","Brown, Carol","Alden, Erik",PG ,7.3
2721824,Floquet de Neu,2011,Comedy,"Fuentes, Manel","David, Keith","Fuentes, Manel","Abate, Claudia","Adser�as, Jos� Luis",PG ,4.5
2722187,Floundering,1994,Comedy,"Broomfield, Barney","Broomfield, Barney","Broomfield, Barney","Allen, Jo Harvey","Alvin, Dave",R ,5.8
2722488,Flubber,1997,Comedy,"Campbell, Scott Michael","Brown, Clancy","Campbell, Scott Michael","Ashley, Adryenn","Andris, Martin",PG ,5.1
2722633,Fluke,1995,Drama,"Modine, Matthew","Batton, Marcus","Modine, Matthew","Allen, Georgia","Batton, Marcus",PG ,6.7
2722697,Flushed Away,2006,Comedy,"Bowers, David","Bowers, David","Alexander, Newell","Burke, Kathy","Alexander, Newell",PG ,6.7
2722796,Fly Away Home,1996,Drama,"Daniels, Jeff","Graham, Holter","Daniels, Jeff","Ballard, Nora","Akin, Philip",PG ,6.8
2722902,Flyboys,2006,Drama,"Atkins, Lasco","Atkins, Lasco","Atkins, Lasco","Bradley, Ruth","Anholt, Christien",PG-13 ,6.6
2722930,Flying,1986,Drama,"Reeves, Keanu","Reeves, Keanu","Humphreys, Alf","Borowik, Alexandra","Clark, Eugene",R ,5.4
2722955,Flying By,2009,Drama,"Franklin, Sidney","Cyrus, Billy Ray","Cyrus, Billy Ray","Christmas, Ahnaise","Cyrus, Billy Ray",PG-13 ,4.5
2723042,Flying Lessons,2010,Drama,"Elwes, Cary","Elwes, Cary","Elwes, Cary","Cassidy, Joanna","Dale, Ian Anthony",R ,5.6
2723090,Flying Solo,2009,Drama,"Hailey, Tiana","Norton, Jeremy James Douglas","Hailey, Tiana","Adams, Carmyn","Barkers, Gus",PG ,3.9
2723121,Flying Virus,2001,Horror,"Hauer, Rutger","Adair-Rios, Mark","Hauer, Rutger","Anwar, Gabrielle","Adair-Rios, Mark",R ,3.3
2723151,Flypaper,1999,Thriller,"Brolly, Shane","Brolly, Shane","Brolly, Shane","Douglas, Illeana","Brolly, Shane",R ,5.3
2723310,Focus,2001,Drama,"Brogren, Stefan","Brogren, Stefan","Brogren, Stefan","Barnes-Hopkins, Barbara","Allen, Durward",PG-13 ,6.8
2723332,Focus,2015,Drama,"Carriere, Chip","Baker, Brett","Carriere, Chip","Adair, Kate","Allemand, Andre",R ,6.6
2723384,Foeksia de miniheks,2010,Family,"Franssen, Porgy","Franssen, Porgy","Stoof, Patrick","Beelen, Marianca","Dam, Laurens ten",PG ,5.5
2723413,Fog Warning,2008,Horror,"Barra, Michael","Barra, Michael","Barra, Michael","Bates, Ashley","Barra, Michael",R ,6.7
2723621,Folks!,1992,Drama,"Ameche, Don","Escobar, Roberto","Burns, Peter","Brooks, Evelyn","Ameche, Don",PG-13 ,5.4
2723744,Follow the Bitch,1996,Comedy,"Teitelbaum, David","Cudlitz, Michael","Teitelbaum, David","Cleveland, Julianna","Cudlitz, Michael",R ,7.4
2723811,Follow Your Heart,1999,Comedy,"Doumani, Lorenzo","Capodice, John","Doumani, Lorenzo","Carter, Nell","Archey, Marlon",PG ,5.8
2723837,Followers,2000,Drama,"Flicker, Jonathan M.","Flicker, Jonathan M.","Flicker, Jonathan M.","Clarke, Carol","Carpenter, Willie C.",R ,6.9
2723840,Following,1998,Thriller,"Mattiussi, Alberto","Mattiussi, Alberto","Mattiussi, Alberto","Angel, Jennifer","Bengue, John",R ,7.6
2723958,Fong juk,2006,Thriller,"Cheung, Nick","Hersh, Philip","Cheung, Ka-kit","Brien, Libby","Cheung, Ka-kit",R ,7.3
